positive,negative,rating,comments,category,comments_preprocessed
"Domaru (decko koji soli stepenice, cisti sneg, popravlja sve po sobama, popravlja sve oko bazena, svu elektriku, i svima pomaze, raspolozen, vedar, mnogo vredan), da se udvostruci plata ! Pohvala za restoran! Jos veca pohvala za momke iz restorana!","To sto se hotel raspada.. Na bazenu svaki dan puca pod, spa ne radi, sauna radi jedna nekad ni jedna, osoblje uvek namrgodjeno, soba nije bila cista ali smo kupili alkohol i prebrisali osnovne stvari, kod vrata treba da se stavi nesto za obucu da ne curi voda/sneg po parketu, za 4 dana niko nije ocistio sobu i 1x zamena peskira, kupila sam peskire pa sam koristila. A onako na oko i prvi pogled izgleda ok. Izabrala sam hotel prvi put jer je noviji pa smo mislili da je uredan. Ne bi ponovo dosla..",3,"Domaru (decko koji soli stepenice, cisti sneg, popravlja sve po sobama, popravlja sve oko bazena, svu elektriku, i svima pomaze, raspolozen, vedar, mnogo vredan), da se udvostruci plata ! Pohvala za restoran! Jos veca pohvala za momke iz restorana! To sto se hotel raspada.. Na bazenu svaki dan puca pod, spa ne radi, sauna radi jedna nekad ni jedna, osoblje uvek namrgodjeno, soba nije bila cista ali smo kupili alkohol i prebrisali osnovne stvari, kod vrata treba da se stavi nesto za obucu da ne curi voda/sneg po parketu, za 4 dana niko nije ocistio sobu i 1x zamena peskira, kupila sam peskire pa sam koristila. A onako na oko i prvi pogled izgleda ok. Izabrala sam hotel prvi put jer je noviji pa smo mislili da je uredan. Ne bi ponovo dosla..",negativan,"domar decko soliti stepenica cistiti sneg popravljati sav soba popravljati sav oko bazen sav elektrika sav pomaziti raspoloziti vedarati mnogo vredan udvostruciti plata pohvati restoran jos veca pohvati momki restoran sto hotel raspad bazena svaki dan puc spa raditi saun raditi nekad osoblje uvek namrgoditi soba cist kupiti alkohol prebrisati osnovan stvar kod vrata trebati staviti nesto obuca curiti vodasan parket dan ocistiti soba "" zamenati peskir kupiti peskira koristiti onako oko pogled izgleda ok izabrati hotel nov misliti uredan ponovo doći"
Jako mi se dopala lokacija i sve je na 10 minuta.,"Nije mi se dopalo sto nismo bili na lokaciji navedenoj u oglasu.  Takodje mi se nije dopalo sto je krevet toliko skripao da sam se budila na svaki okret, internet je bio uzasan, prekidalo je na svakih 10 min a kada nije prekidao, bio je uzasno spor. Roletne ne postoje pa je svetlost dopirala u sobu od same zore. Parking je toliko uzak da je prosto nemoguce izaci bez da se ometaju ostali posetioci apartmana. 
Najvise me je sokirao ulazak sobarice dok smo bili u apartmanu. Suprug je zatrazio minut vremena da se obuce da joj otvori vrata ali ona nije htela da saceka vec je sama otkljucala vrata i usla u kupatilo. Bezobrazluk.",3,"Jako mi se dopala lokacija i sve je na 10 minuta. Nije mi se dopalo sto nismo bili na lokaciji navedenoj u oglasu.  Takodje mi se nije dopalo sto je krevet toliko skripao da sam se budila na svaki okret, internet je bio uzasan, prekidalo je na svakih 10 min a kada nije prekidao, bio je uzasno spor. Roletne ne postoje pa je svetlost dopirala u sobu od same zore. Parking je toliko uzak da je prosto nemoguce izaci bez da se ometaju ostali posetioci apartmana. 
Najvise me je sokirao ulazak sobarice dok smo bili u apartmanu. Suprug je zatrazio minut vremena da se obuce da joj otvori vrata ali ona nije htela da saceka vec je sama otkljucala vrata i usla u kupatilo. Bezobrazluk.",negativan,jako dopasti lokacija sav minuta dopasti sto lokacija naveden oglas takodje dopasti sto krevet toliko skripati buditi svaki okret internet uzasan prekidati svaki min prekidati uzasan spor roletan postojati svetlost dopirati soba zora parking toliko uzak prosto nemoguce izaciti ometati ostali posetilac apartman mnogo sokirati ulazak sobarica apartman suprug zatraziti minut vreme obuciti otvoriti vrata sacekati otkljucati vrata uslati kupatilo bezobrazluk
,Male.sobe sa losim internetom  a i u restoranu na meniu ima a kad trazimo da porucmo nema.nista .,2, Male.sobe sa losim internetom  a i u restoranu na meniu ima a kad trazimo da porucmo nema.nista .,negativan,malesoba los internet restoran imati kad traziti porucmati nemanist
Grejanje,"Prljav frizider, posteljina, krevet klimav,losa zvucna izolacija..........",2,"Grejanje Prljav frizider, posteljina, krevet klimav,losa zvucna izolacija..........",negativan,grejanje prljav frizider posteljina krevet klimavlos zvucan izolacija
Dobra lokacija.,"Krevet za dete nije namešten iako smo na recepciji podneli zahtev. posle druge molbe da donesu kompet posteljine za dete, nisu doneli jer su rekli da nemaju čistu posteljinu. 
Kada smo se odjavili na recepciji nam nisu izdali račun. Nakon zahteva i ubeđivanja izdali su nam račun.",3,"Dobra lokacija. Krevet za dete nije namešten iako smo na recepciji podneli zahtev. posle druge molbe da donesu kompet posteljine za dete, nisu doneli jer su rekli da nemaju čistu posteljinu. 
Kada smo se odjavili na recepciji nam nisu izdali račun. Nakon zahteva i ubeđivanja izdali su nam račun.",negativan,dobar lokacija krevet dete nameštiti recepcija podneti zahtev posle drugi molba doneti kompet posteljina dete doneti reći nemati čist posteljina odjaviti recepcija izdati račun zahtev ubeđivanje izdati rač n
Lokacija je ok,"Strujni kablovi na sve strane,nema tople vode,otpale plocice u kupatilu a neke i polomljene,plafoni amstrong gipsani u veoma jadnom stanju i nije mi jasno kako je moguce da ovakvom objektu dodelite ocenu 9,2.UZAS",3,"Lokacija je ok Strujni kablovi na sve strane,nema tople vode,otpale plocice u kupatilu a neke i polomljene,plafoni amstrong gipsani u veoma jadnom stanju i nije mi jasno kako je moguce da ovakvom objektu dodelite ocenu 9,2.UZAS",negativan,lokacija ok strujni kabl sav stranene tople vodeotpati plocica kupatila polomljeneplafon amstrong gipsan veoma jadan stanje jasno moći ovakav objekt dodeliti ocena uzas
Lokacija je ok,"Strujni kablovi na sve strane,nema tople vode,otpale plocice u kupatilu a neke i polomljene,plafoni amstrong gipsani u veoma jadnom stanju i nije mi jasno kako je moguce da ovakvom objektu dodelite ocenu 9,2.UZAS",3,"Lokacija je ok Strujni kablovi na sve strane,nema tople vode,otpale plocice u kupatilu a neke i polomljene,plafoni amstrong gipsani u veoma jadnom stanju i nije mi jasno kako je moguce da ovakvom objektu dodelite ocenu 9,2.UZAS",negativan,lokacija ok strujni kabl sav stranene tople vodeotpati plocica kupatila polomljeneplafon amstrong gipsan veoma jadan stanje jasno moći ovakav objekt dodeliti ocena uzas
,"Smeštaj smo rezervisali 10ak dana ranije i dogovorili se sa vlasnikom da ga pozovemo kada stignemo da nam preda ključeve. Kad smo stigli ispred smeštaja pozvali smo vlasnika da nam da ključ, ali nam je on saopštio da apartman nije slobodan, uz izmišljenu priču da je pukla cev, bez volje da nam  ponudi rešenje za svoj propust. Takođe, rekao je da je dan ranije poslao poruku da apartman neće biti slobodan, ali ta poruka nikada nije stigla. Zbog svega toga smo posumnjali u njegovu priču o cevi. Valjda je normalno da kada se tako nešto desi, pozoveš ljude, kažeš šta je problem i u znak izvinjenja pomogneš u pronalasku novog smeštaja. Vlasnik je očigledno izbegavao razgovor zbog svojih laži.",1," Smeštaj smo rezervisali 10ak dana ranije i dogovorili se sa vlasnikom da ga pozovemo kada stignemo da nam preda ključeve. Kad smo stigli ispred smeštaja pozvali smo vlasnika da nam da ključ, ali nam je on saopštio da apartman nije slobodan, uz izmišljenu priču da je pukla cev, bez volje da nam  ponudi rešenje za svoj propust. Takođe, rekao je da je dan ranije poslao poruku da apartman neće biti slobodan, ali ta poruka nikada nije stigla. Zbog svega toga smo posumnjali u njegovu priču o cevi. Valjda je normalno da kada se tako nešto desi, pozoveš ljude, kažeš šta je problem i u znak izvinjenja pomogneš u pronalasku novog smeštaja. Vlasnik je očigledno izbegavao razgovor zbog svojih laži.",negativan,smeštaj rezervisati ak dan rano dogovoriti vlasnik pozoveti stići predati ključeva kad stići ispred smeštaj pozvati vlasnik ključ saopštiti apartman slobodan izmišljen priča puklo cev volja ponuditi rešenje propust takođe reći dan rano poslati poruka apartman slobodan poruka nikada stići zbog posumnjati priča ceva valjda normalan desiti pozovesti čovek kazeti problem znak izvinjenje pomoći pronalaski nov smeštaj vlasnik očigledno izbegavati razgovor zbog laža
Lokacija je ok,"Strujni kablovi na sve strane,nema tople vode,otpale plocice u kupatilu a neke i polomljene,plafoni amstrong gipsani u veoma jadnom stanju i nije mi jasno kako je moguce da ovakvom objektu dodelite ocenu 9,2.UZAS",3,"Lokacija je ok Strujni kablovi na sve strane,nema tople vode,otpale plocice u kupatilu a neke i polomljene,plafoni amstrong gipsani u veoma jadnom stanju i nije mi jasno kako je moguce da ovakvom objektu dodelite ocenu 9,2.UZAS",negativan,lokacija ok strujni kabl sav stranene tople vodeotpati plocica kupatila polomljeneplafon amstrong gipsan veoma jadan stanje jasno moći ovakav objekt dodeliti ocena uzas
"Spolja gladac, a iznutra jadac!",Naplaćeno mi je duplo! Skinut mi je novac sa kartice prilikom rezervacije ali su mi u hotelu jos jednom naplatili ceo iznos i nisu izvršili povrat novca iako sam vise puta zvala i obećano je da će izvršiti povrat ali nisu.,1,"Spolja gladac, a iznutra jadac! Naplaćeno mi je duplo! Skinut mi je novac sa kartice prilikom rezervacije ali su mi u hotelu jos jednom naplatili ceo iznos i nisu izvršili povrat novca iako sam vise puta zvala i obećano je da će izvršiti povrat ali nisu.",negativan,spolje gladac iznutra jadac naplatiti duplo skinut novac kartica prilikom rezervacija hotel jos naplatiti ceo iznos izvršiti povrat novac mnogo zvati obećati izvršiti povrat
Lokacija izvanredna,"Kosi krovovi koji onemogućavaju normalno obavljanje male nužde , leganje i ustajanje iz francuskog kreveta. Položaj tv takav da se ne može gledati ni sa jednog od četiri krevets u apartmanu",3,"Lokacija izvanredna Kosi krovovi koji onemogućavaju normalno obavljanje male nužde , leganje i ustajanje iz francuskog kreveta. Položaj tv takav da se ne može gledati ni sa jednog od četiri krevets u apartmanu",negativan,lokacija izvanredni kositi krov onemogućavati normalan obavljanje mali nužda leganje ustajanje francuski krevet položaj tv takav moći gledati četiri krevets apartman
,"Na prvi pogled ne izgleda lose, ali u kupatilu nedostaju plocice, po malo se raspada, jastuci su poput kamena, od dve sobe i 8 jastuka, samo je 1 bio mekan. Hotel zaista zahteva renoviranje, imali smo osecaj da ce se sve raspasti. Ali sto se tice destinacije sve je bilo jako blizu. A osoblje je bilo pomalo negativno, na zalost.",3," Na prvi pogled ne izgleda lose, ali u kupatilu nedostaju plocice, po malo se raspada, jastuci su poput kamena, od dve sobe i 8 jastuka, samo je 1 bio mekan. Hotel zaista zahteva renoviranje, imali smo osecaj da ce se sve raspasti. Ali sto se tice destinacije sve je bilo jako blizu. A osoblje je bilo pomalo negativno, na zalost.",negativan,pogled izgleda lositi kupatila nedostajati plocica malo raspad jastuka poput kamen soba jastuka mekan hotel zaista zahtevati renoviranje imati osecaj ceti raspastiti sto tica destinacija sav jako osoblje pomalo negativan zalost
Nista,"Neko nas je prevario ili Booking ili hotel , kad sam rezervisao sobu kao Genius korisnik pisalo 51 e , cim sam obavio rezervaciju izbacio je novi iznos 59 e ! A naplatili su mi iz hotela 63 e i to dan pre dolaska , prava lakrdija ! Napominjem da sam genius korisnik treci nivo i da 10 ak godina putujem preko  Bookinga i ovakvo menjanje cjena nisam nikad video , sreca da su mali iznosi jer sam rezervisao samo jednu noc ali sramota je varati svoje redovne korisnike usluga !",2,"Nista Neko nas je prevario ili Booking ili hotel , kad sam rezervisao sobu kao Genius korisnik pisalo 51 e , cim sam obavio rezervaciju izbacio je novi iznos 59 e ! A naplatili su mi iz hotela 63 e i to dan pre dolaska , prava lakrdija ! Napominjem da sam genius korisnik treci nivo i da 10 ak godina putujem preko  Bookinga i ovakvo menjanje cjena nisam nikad video , sreca da su mali iznosi jer sam rezervisao samo jednu noc ali sramota je varati svoje redovne korisnike usluga !",negativan,nista prevariti booking hotel kad rezervisati soba kao genius korisnik pisati e obaviti rezervacija izbaciti nov iznos e naplatiti hotel e dan dolazak pravo lakrdija napominjati genius korisnik treciti nivo ak godina putovati booking ovakav menjanje cjena nikad video sreca mali iznositi rezervisati noc sramota varati redovan korisnik usluga
"Spolja gladac, a iznutra jadac!",Naplaćeno mi je duplo! Skinut mi je novac sa kartice prilikom rezervacije ali su mi u hotelu jos jednom naplatili ceo iznos i nisu izvršili povrat novca iako sam vise puta zvala i obećano je da će izvršiti povrat ali nisu.,1,"Spolja gladac, a iznutra jadac! Naplaćeno mi je duplo! Skinut mi je novac sa kartice prilikom rezervacije ali su mi u hotelu jos jednom naplatili ceo iznos i nisu izvršili povrat novca iako sam vise puta zvala i obećano je da će izvršiti povrat ali nisu.",negativan,spolje gladac iznutra jadac naplatiti duplo skinut novac kartica prilikom rezervacija hotel jos naplatiti ceo iznos izvršiti povrat novac mnogo zvati obećati izvršiti povrat
osoblje ljubazno,"cela soba oseća na farbu, smrdi wc, jedan peškir je prljav čak još mokar. hteli smo da promenimo sobu ali nažalost je hotel pun, odjavili smo se u 1 ujutro jer ne mogu zaspati zbog neprijatnog mirisa farbe.",2,"osoblje ljubazno cela soba oseća na farbu, smrdi wc, jedan peškir je prljav čak još mokar. hteli smo da promenimo sobu ali nažalost je hotel pun, odjavili smo se u 1 ujutro jer ne mogu zaspati zbog neprijatnog mirisa farbe.",negativan,osoblje ljubazan ceo soba osećati farba smrda wc peškir prljav čak mokar promeniti soba nažalost hotel pun odjaviti ujutro moći zaspati zbog neprijatan miris farba
SUPER SVE HVALA PUNO 💋💋💋,Nista 🤪,2,SUPER SVE HVALA PUNO 💋💋💋 Nista 🤪,negativan,super hvati puno nista
Nista,Sve,3,Nista Sve,negativan,nista sav
"Higijena je ok, kao i lokacija. Sve ostalo jako loše.","Pod škripi, o krevetu da ne pričam.. imate utisak da će se raspasti. Zvučna izolacija ne postoji. Nećete spavati.",2,"Higijena je ok, kao i lokacija. Sve ostalo jako loše. Pod škripi, o krevetu da ne pričam.. imate utisak da će se raspasti. Zvučna izolacija ne postoji. Nećete spavati.",negativan,higiti ok kao lokacija ostali jako loše škripati krevet pričati imati utisak raspastiti zvučan izolacija postojati spavati
Nista specijalno,"Parking nije na istoj lokaciji kao i hotel, a ujedno je i uzasan. Preuzak parking jedva se prolazi, pritom ga naplacuju 20€ dnevno sto je preskupo. Soba mala, na recepciji nikog nema od zaposlenih. Losa usluga, ne bih preporucila nikome.",3,"Nista specijalno Parking nije na istoj lokaciji kao i hotel, a ujedno je i uzasan. Preuzak parking jedva se prolazi, pritom ga naplacuju 20€ dnevno sto je preskupo. Soba mala, na recepciji nikog nema od zaposlenih. Losa usluga, ne bih preporucila nikome.",negativan,nista specijalno parking isti lokacija kao hotel ujedno uzasan preuzak parking jedva prolaziti prita naplacovati dnevno sto preskupi soba mali recepcija nemati zaposlen losa usluga preporuciti e
Grejanje,"Prljav frizider, posteljina, krevet klimav,losa zvucna izolacija..........",2,"Grejanje Prljav frizider, posteljina, krevet klimav,losa zvucna izolacija..........",negativan,grejanje prljav frizider posteljina krevet klimavlos zvucan izolacija
Samo prking,Kljma u hodniku i malo kupatilo,1,Samo prking Kljma u hodniku i malo kupatilo,negativan,prking klj hodnik malo kupatilo
Jedino što je čisto,"Radi se o kući, izuvanje na samom ulazu, šetanje po kući bez papuča koje bi trebali da imaju ako je već obaveza izuvanja. Onda, zajedničko kupatilo za sve goste što mi se ne sviđa kao i zajednički dnevni boravak.",3,"Jedino što je čisto Radi se o kući, izuvanje na samom ulazu, šetanje po kući bez papuča koje bi trebali da imaju ako je već obaveza izuvanja. Onda, zajedničko kupatilo za sve goste što mi se ne sviđa kao i zajednički dnevni boravak.",negativan,jedino čisto raditi kuća izuvanje ulaz šetanje kuća papuč trebati imati obaveza izuvanje onda zajednički kupatilo sav gosta sviđati kao zajednički dnevni borava k
