positive,negative,rating,comments,category,comments_preprocessed
"Sve je veoma cisto, na odlicnoj lokaciji. Zaposleni su veoma prijatni.","Slike apartmana koji smo rezervisali ne odgovaraju onom koji smo dobili. Rezervisan je apartman za 4 osobe sa dve sobe, a dobili smo sobu sa 4 kreveta.",8,"Sve je veoma cisto, na odlicnoj lokaciji. Zaposleni su veoma prijatni. Slike apartmana koji smo rezervisali ne odgovaraju onom koji smo dobili. Rezervisan je apartman za 4 osobe sa dve sobe, a dobili smo sobu sa 4 kreveta.",pozitivan,sav veoma cisto odlicni lokacija zaposlen veoma prijatan slika apartman rezervisati odgovarati onaj rezervisan apartman osoba soba soba krevet
"Apartman je čist i svetao na odlicnoj lokaciji, docekao nas je šampanjac u apartmanu.",,10,"Apartman je čist i svetao na odlicnoj lokaciji, docekao nas je šampanjac u apartmanu. ",pozitivan,apartman čist svetati odlicni lokacija docećati šampanjac apartman
"Odlična lokacija, odličan smeštaj za uložen novac",Mala parking mesta,8,"Odlična lokacija, odličan smeštaj za uložen novac Mala parking mesta",pozitivan,odličan lokacija odličan smeštaj uložiti novac mali parking mesto
"Sve je bilo odlicno, krevet jako udoban, cisto, toplo... Cerka i ja smo uzivale.",,10,"Sve je bilo odlicno, krevet jako udoban, cisto, toplo... Cerka i ja smo uzivale. ",pozitivan,sav odlicno krevet jako udoban cisto toplo cerka uzivati
"Lokacija, čistoća",,8,"Lokacija, čistoća ",pozitivan,lokacija čistoć
"Osoblje veoma ljubazno.
Lokacija extra!!",,10,"Osoblje veoma ljubazno.
Lokacija extra!! ",pozitivan,osoblje veoma ljubazan lokacija extra
Lokacija i ljubaznost.,,10,Lokacija i ljubaznost. ,pozitivan,lokacija ljubaznost
Super,,10,Super ,pozitivan,super
Skoro sve.,Nije bilo tople vode.,9,Skoro sve. Nije bilo tople vode.,pozitivan,skoro sav topao voda
"Apsolutno sve! Cisto, udobno, toplo, mirno! Divno osoblje!!! Sve preporuke!!!",,10,"Apsolutno sve! Cisto, udobno, toplo, mirno! Divno osoblje!!! Sve preporuke!!! ",pozitivan,apsolutno sav cisto udoban toplo miran divan osoblje sav preporuka
"Čisto i uredno, ljubazno osoblje!","Malo je bilo sveže ako se sedi unutra, za spavanje je bilo ok.",8,"Čisto i uredno, ljubazno osoblje! Malo je bilo sveže ako se sedi unutra, za spavanje je bilo ok.",pozitivan,čist uredan ljubazan osoblje malo sveža sediti unutrati spavanje ok
"Lep prostor, kreveti preudobni","Kupatilo, moglo je biti cistije",10,"Lep prostor, kreveti preudobni Kupatilo, moglo je biti cistije",pozitivan,lep prostor kreveti preudoban kupatilo moći cistija
Lokacija je dobra. Doručak nije ulazio u aranžman.,Prozor je krovni. Više mi se sviđaju sobe sa zidnim prozorima.,8,Lokacija je dobra. Doručak nije ulazio u aranžman. Prozor je krovni. Više mi se sviđaju sobe sa zidnim prozorima.,pozitivan,lokacija dobar doručak ulaziti aranžman prozor krovni mnogo sviđati soba zidan prozor
Smeštaj je udoban i čist. Lokacija odlična.,"Nije bilo kuhinje sa rešoom kakvu smo očekivali u sobi. Ili je možda bila zajednička, ali je mi nismo našli.",10,"Smeštaj je udoban i čist. Lokacija odlična. Nije bilo kuhinje sa rešoom kakvu smo očekivali u sobi. Ili je možda bila zajednička, ali je mi nismo našli.",pozitivan,smeštaj udoban čist lokacija odličan kuhinje rešo kakav očekivati soba možda zajednički naći
,Loše je grejanje. Pored dva grejna tela u dve sobe bio je i jedan uljani radijator i i dalje se nije mogla postici temperatura u sobama za normalno funkcionisanje.,8, Loše je grejanje. Pored dva grejna tela u dve sobe bio je i jedan uljani radijator i i dalje se nije mogla postici temperatura u sobama za normalno funkcionisanje.,pozitivan,loš grejanje grejan telo soba uljan radijator daleko moći postiti temperatura soba normalan funkcionisanje
Objekat se nalazi u blizini centra. Osoblje je veoma ljubazno i uslužno!,,9,Objekat se nalazi u blizini centra. Osoblje je veoma ljubazno i uslužno! ,pozitivan,objekat nalaziti blizina centar osoblje veoma ljubazan uslužan
Uredno.Blizu centra.Ima parking.Usluzno osoblje.,Nedostaju pepeljare ispred soba.,9,Uredno.Blizu centra.Ima parking.Usluzno osoblje. Nedostaju pepeljare ispred soba.,pozitivan,urednoblizu centraima parkingusluzan osoblje nedostajati pepeljara ispred soba
"Jako ljubazan domaćin. Udobno, čisto i toplo...Lokacija odlična. Uslužni parking. Svaka preporuka...",,10,"Jako ljubazan domaćin. Udobno, čisto i toplo...Lokacija odlična. Uslužni parking. Svaka preporuka... ",pozitivan,jako ljubazan domaćin udoban čist toplolokacija odličan uslužan parking svaki preporuka
Odličan odnosno cene i kvaliteta. Posebna pohvala za ljubaznost Ivane sa recepcije.,,10,Odličan odnosno cene i kvaliteta. Posebna pohvala za ljubaznost Ivane sa recepcije. ,pozitivan,odličan odnosno cena kvalitet poseban pohvati ljubaznost ivan recepcija
"Apartman je bio čist, osoblje na recepciji ljubazno. Ispunili su moje očekivanje.",,10,"Apartman je bio čist, osoblje na recepciji ljubazno. Ispunili su moje očekivanje. ",pozitivan,apartman čist osoblje recepcija ljubazno ispuniti očekivanje
"Kao i uvek, prostor je cist, uredjen i odaje utisak brizne celine. Ovog puta se necu baviti sobama, mislim da sam vec dosta o tome pisao, vec hodicima. Hodnikom, en général. Paznju skrecu interesantni viktorijanski detalji, jasno gde je moguce. U izdvojenom delu, iznad garaza, svkako to nije slucaj. Simpatican detalj, nazalost u dnu hodnika, vidljiv gostima samo soba na kraju, za sada.",,10,"Kao i uvek, prostor je cist, uredjen i odaje utisak brizne celine. Ovog puta se necu baviti sobama, mislim da sam vec dosta o tome pisao, vec hodicima. Hodnikom, en général. Paznju skrecu interesantni viktorijanski detalji, jasno gde je moguce. U izdvojenom delu, iznad garaza, svkako to nije slucaj. Simpatican detalj, nazalost u dnu hodnika, vidljiv gostima samo soba na kraju, za sada. ",pozitivan,kao uvek prostor cist urediti odavati utisak brizan celina ovaj baviti soba misliti dosta pisati hodit hodnik en gnrati paznja skrec interesantan viktorijanski detalj jasno moći izdvojen deo iznad garaz svkako slucaj simpatican detalj nazalost dno hodnik vidljiv gost soba kraj sad
Licno se uvek radujem kada primetim novitete. Ovog puta je to indukciona ploca u kuhinji. Mala ali efikasna. Neko ima i plan i stil u obnavljanju kapaciteta. Nije samo puko: - daj! Sve pohvale.,"Mala sofa i sarm dnevnog prostora u 208 je otisla u istoriju, sa razlogom ili ne, ostaju nam secanja...",9,"Licno se uvek radujem kada primetim novitete. Ovog puta je to indukciona ploca u kuhinji. Mala ali efikasna. Neko ima i plan i stil u obnavljanju kapaciteta. Nije samo puko: - daj! Sve pohvale. Mala sofa i sarm dnevnog prostora u 208 je otisla u istoriju, sa razlogom ili ne, ostaju nam secanja...",pozitivan,licno uvek radujati primetiti novitet ovaj indukcioni ploca kuhinja mali efikasan imati plan stil obnavljanje kapacitet puk daj sav pohvati mali sofa sarm dnevni prostor otići istorija razlog ostajati secanje
"Lokacija je super, blizu je centra, parking je veliki plus.",Kupatilo nije delovalo čisto. Bilo je hladno u sobi.,8,"Lokacija je super, blizu je centra, parking je veliki plus. Kupatilo nije delovalo čisto. Bilo je hladno u sobi.",pozitivan,lokacija super centar parking velik plus kupatilo delovati čisto hladan soba
Zaista svaka moguća preporuka za ovaj smeštaj.,,10,Zaista svaka moguća preporuka za ovaj smeštaj. ,pozitivan,zaista svaki moguć preporuka ovaj smešt j
"Odlična lokacija, obezbeđen parking.",,9,"Odlična lokacija, obezbeđen parking. ",pozitivan,odličan lokacija obezbediti parking
Sve je bilo odlično. Sve preporuke 👍 👍,,10,Sve je bilo odlično. Sve preporuke 👍 👍 ,pozitivan,sav odlično sav preporuka
Apartmani u centru grada.Ljubazno osoblje,Problemi sa parking mestom,9,Apartmani u centru grada.Ljubazno osoblje Problemi sa parking mestom,pozitivan,apartman centar gradaljubazan osoblje problem parking mesto
"Visoko cenim ove ankete jer zaista vidim promene u odnosu na zapazanja koje sam iznosio tokom proteklih putovanja i gostovanja, tek posustali reso je zamenio primus plin grejac u kuhinjici umesto jedne krparice na veliko prostoru parketa apartmana osvanule su dve. nema sumnje da se o svakoj sitnici itekako vodi racuna kako od strane uprave tako i od predusretljivog osoblja.","Moguce je da apartmani nisu direktan ""krivac za odudtvo WI - FI ja nedeljom popodne, ali desilo se. Srecom kablovski sadrzaj je jos uvek dovoljno interesantan",10,"Visoko cenim ove ankete jer zaista vidim promene u odnosu na zapazanja koje sam iznosio tokom proteklih putovanja i gostovanja, tek posustali reso je zamenio primus plin grejac u kuhinjici umesto jedne krparice na veliko prostoru parketa apartmana osvanule su dve. nema sumnje da se o svakoj sitnici itekako vodi racuna kako od strane uprave tako i od predusretljivog osoblja. Moguce je da apartmani nisu direktan ""krivac za odudtvo WI - FI ja nedeljom popodne, ali desilo se. Srecom kablovski sadrzaj je jos uvek dovoljno interesantan",pozitivan,visoko cena ovaj anketa zaista videti promena odnos zapazanje iznositi tokom protekao putovanje gostovanje tek posustati reso zameniti primus plin grejac kuhinjica umesto krparica velik prostor parket apartman osvanuti nemati sumnja svaki sitnica itekako voditi racunati strana uprava predusretljiv osoblje moći apartman direktan krivac odudtvo wi fi nedelja popodne desiti sreca kablovski sadrzaj jos uvek dovoljno interesant n
"Lokacija savršena, osoblje ljubazno, higijena na visokom nivou...od nas svaka preporuka!",,10,"Lokacija savršena, osoblje ljubazno, higijena na visokom nivou...od nas svaka preporuka! ",pozitivan,lokacija savršiti osoblje ljubazno higilen visok nivouod svaki preporuka
"Sve je bilo super, apartman dovoljan za 4 osobe. 
Soba čista, topla sa kupatilom. U sobi ima frižider,grejanje, klima, TV i kuvalo. Na stolu su nas dočekali kesice sa čajem i kafom. Napolju ima besplatan parking za goste. Blizu centra grada.Sve preporuke",/,10,"Sve je bilo super, apartman dovoljan za 4 osobe. 
Soba čista, topla sa kupatilom. U sobi ima frižider,grejanje, klima, TV i kuvalo. Na stolu su nas dočekali kesice sa čajem i kafom. Napolju ima besplatan parking za goste. Blizu centra grada.Sve preporuke /",pozitivan,sav super apartman dovoljan osoba soba čist topla kupatilo soba imati frižidergrejanje klima tv kuvati stol dočekati kesica čaj kaf napolje imati besplatan parking gosta centar gradasviti preporuka
"Dobra lokacija, cisto i uredno. Izasli su nam u susret da se cekiramo ranije zbog obaveza koje smo imali.","Problem sa parkingom, nije bilo mesta pa su nas budili u 6 ujutru da se preparkiramo.",8,"Dobra lokacija, cisto i uredno. Izasli su nam u susret da se cekiramo ranije zbog obaveza koje smo imali. Problem sa parkingom, nije bilo mesta pa su nas budili u 6 ujutru da se preparkiramo.",pozitivan,dobar lokacija cisto uredno izasti susret cekirati rano zbog obaveza imati problem parking mesto buditi ujutru preparkirati
"Lokacija blizu centra, parking obezbedjen.",Nismo imali nikakve zamerke.,9,"Lokacija blizu centra, parking obezbedjen. Nismo imali nikakve zamerke.",pozitivan,lokacija centar parking obezbediti imati nikakav zamerka
Sve je bilo super,,9,Sve je bilo super ,pozitivan,sav super
"Izuzetno profesionalni, bolje nego u Hiltonu
Personal, sobe, usluga
Vrlo povoljno
Za svaku pohvalu",,10,"Izuzetno profesionalni, bolje nego u Hiltonu
Personal, sobe, usluga
Vrlo povoljno
Za svaku pohvalu ",pozitivan,izuzetno profesionalan dobro hilton personal soba usluga povoljan svaki pohvala
"Apartman je blizu centra, a ipak na tihom mestu. Osoblje uslužno i veoma ljubazno uvek spremno da pomogne i reši situacije. Imali smo besplatan parking što nam je značilo. Osoblje nam je uvek bilo na usluzi i davalo predloge za obilaske.",,10,"Apartman je blizu centra, a ipak na tihom mestu. Osoblje uslužno i veoma ljubazno uvek spremno da pomogne i reši situacije. Imali smo besplatan parking što nam je značilo. Osoblje nam je uvek bilo na usluzi i davalo predloge za obilaske. ",pozitivan,apartman centar ipak tih mesto osoblje uslužan veoma ljubazno uvek spreman pomoći rešiti situacija imati besplatan parking značiti osoblje uvek usluga davati predlog obilaska
"Prostran i uredan smeštaj sa prelepim dvorištem na par minuta od centra. Sve je bilo uredno, a osoblje maksimalno uslužno i prijatno. Idealan smeštaj i za odmor i za posao.",Nema negativnih komentara.,10,"Prostran i uredan smeštaj sa prelepim dvorištem na par minuta od centra. Sve je bilo uredno, a osoblje maksimalno uslužno i prijatno. Idealan smeštaj i za odmor i za posao. Nema negativnih komentara.",pozitivan,prostran uredan smeštaj prelepi dvorište par minuta centar sav uredan osoblje maksimalno uslužan prijatno idealan smeštaj odmor posao nemati negativan komentar
"Osoblje vrlo ljubazno, sve je čisto i udobno, dobra lokacija, smeštaj je kao i na slici, nemamo zamerki.",,10,"Osoblje vrlo ljubazno, sve je čisto i udobno, dobra lokacija, smeštaj je kao i na slici, nemamo zamerki. ",pozitivan,osoblje ljubazan sav čist udoban dobar lokacija smeštaj kao slika nemati zamerka
"Sve je odlično, lokacija, usluga, parking.",Neispravna sijalica u apartmanu.,10,"Sve je odlično, lokacija, usluga, parking. Neispravna sijalica u apartmanu.",pozitivan,sav odličan lokacija usluga parking neispravan sijalica apartman
Sve je bilo ok,Sve je ok,10,Sve je bilo ok Sve je ok,pozitivan,sav ok sav ok
"Soba 205 je takodje u visokom standardu ponude Only One Suites na koju smo srecom, lako navikli. Vrlo kratko vredi i spada u one gde se rado vraca.","Noc 12/13.6. je bila kisna, menadzment verovatno i ne zna da visokopozicioniran krovni prozor u sobi 205 pusta kapi usled obilnih padavina. Sada to nije problem ali kisna jesen ide.",9,"Soba 205 je takodje u visokom standardu ponude Only One Suites na koju smo srecom, lako navikli. Vrlo kratko vredi i spada u one gde se rado vraca. Noc 12/13.6. je bila kisna, menadzment verovatno i ne zna da visokopozicioniran krovni prozor u sobi 205 pusta kapi usled obilnih padavina. Sada to nije problem ali kisna jesen ide.",pozitivan,soba takodje visok standard ponuda only suiteti sreca lako navići kratko vrediti spadati onaj rado vraca noc kisan menadzment verovatno visokopozicioniran krovni prozor soba pustati kapa usled obilan padavina sada problem kisan jesen id e
"Sobu 203 zovem ""zimskom sobom"", zbog toga sto je dosta ""ususkana"", a poseduje i dva izvora grejanja/hladjenja. Prozor je okrenut ka dvoristu i mir u sobi je u iskljucivoj zavisnosti od nas, samih gostiju. Koliko smo tihi iduci prema parkingu, dvorisnim sobama, toliko smo na smetnji ili u diskreciji ostalima. Do nas je, Nije prvi put!",Jedan stucan pogled da sve daljinske upravljace ustedece nam dosta nerava. Ponekad dva nije ni potrebno. Ja sam uspeo sa jednim i to u vreme utakmice nase reprezentacije. Na vreme krenuo u proveru. :),9,"Sobu 203 zovem ""zimskom sobom"", zbog toga sto je dosta ""ususkana"", a poseduje i dva izvora grejanja/hladjenja. Prozor je okrenut ka dvoristu i mir u sobi je u iskljucivoj zavisnosti od nas, samih gostiju. Koliko smo tihi iduci prema parkingu, dvorisnim sobama, toliko smo na smetnji ili u diskreciji ostalima. Do nas je, Nije prvi put! Jedan stucan pogled da sve daljinske upravljace ustedece nam dosta nerava. Ponekad dva nije ni potrebno. Ja sam uspeo sa jednim i to u vreme utakmice nase reprezentacije. Na vreme krenuo u proveru. :)",pozitivan,soba zovesti zimski zbog sto dosta ususkati posedovati izvor grejanjahladjenje prozor okrenuti dvorist mir soba iskljuciv zavisnost gost koliko tihiti idutak parking dvorisan soba toliko smetnja diskrecija ostali do stucan pogled sav daljinski upravljacin usteći dosta nerav ponekad potreban uspeti vreme utakmica reprezentacija vreme krenuti provera
"Stvarno izvanredan smeataj,sve preporuke ...osoblje lepo i ljubazno😍",,10,"Stvarno izvanredan smeataj,sve preporuke ...osoblje lepo i ljubazno😍 ",pozitivan,stvarno izvanredan smeatajsvi preporuka osoblje lepo ljubazan
"Lokacija odlicna.,obezbedjen parking .",,9,"Lokacija odlicna.,obezbedjen parking . ",pozitivan,lokacija odlicnaobezbedben parking
"Odlična lokacija, veoma čisto, ljubazno osoblje.",,9,"Odlična lokacija, veoma čisto, ljubazno osoblje. ",pozitivan,odličan lokacija veoma čist ljubazan osoblje
"Uredno,čisto, odlična lokacija, ljubazno osoblje.",Nema zamjerki.,10,"Uredno,čisto, odlična lokacija, ljubazno osoblje. Nema zamjerki.",pozitivan,urednočisti odličan lokacija ljubazan osoblje nemati zamjerka
Soba 207 je izuzetno prostrana i konceptualizovana za kratak boravak. Prozracna cini sve da covek zeli uvek da se vrati ponovo. Po dosadasnjem iskustvu kao i br. 208 cine najbolju ponudu ovog subjekta.,"U sobi 207 jedan zid je od stakla ili je vec povrsina staklena, i to ona do ulice. Tokom mog boravka (3/4. V) doziveo sam da sa spoljne strane, dakle sa strane ulice, neko permanentno kuca u 6,00 ujutru. I to u tri puta sto iskljucuje slucajnost obesnog prolaznika. Nadam se da je greska a ne sporazumevanje osoblja koje unutra radi jer su u tom slucaju potpuno promasili profesiju i ""ne dobacuju"" da rade u industriji odmora koja ih izdrzava. Da je u pitanju pekara razumeo bi u potpunosti.",9,"Soba 207 je izuzetno prostrana i konceptualizovana za kratak boravak. Prozracna cini sve da covek zeli uvek da se vrati ponovo. Po dosadasnjem iskustvu kao i br. 208 cine najbolju ponudu ovog subjekta. U sobi 207 jedan zid je od stakla ili je vec povrsina staklena, i to ona do ulice. Tokom mog boravka (3/4. V) doziveo sam da sa spoljne strane, dakle sa strane ulice, neko permanentno kuca u 6,00 ujutru. I to u tri puta sto iskljucuje slucajnost obesnog prolaznika. Nadam se da je greska a ne sporazumevanje osoblja koje unutra radi jer su u tom slucaju potpuno promasili profesiju i ""ne dobacuju"" da rade u industriji odmora koja ih izdrzava. Da je u pitanju pekara razumeo bi u potpunosti.",pozitivan,soba izuzetno prostran konceptualizovati kratak boravak prozracni cineti covek zeleti uvek vratiti ponovo dosadasnji iskustvo kao br cineti dobar ponuda ovaj subjekt soba zid stakl povrsina staklen do ulica tokom boravak v doziveti spoljni strana dakle strana ulica permanentno kucati ujutru tri sto iskljucivati slucajnost obesan prolaznik nadati greski sporazumevanje osoblje unutrati raditi slucaj potpuno promasiti profesija dobacovati raditi industrija odmor izdrzavati pitanje pekara razumeti potpunost
