positive,negative,rating,comments
Odličan apartman na dobroj lokaciji. Domaćin ljubazan i uslužan. Zaista sve pohvale!!!,,10,Odličan apartman na dobroj lokaciji. Domaćin ljubazan i uslužan. Zaista sve pohvale!!! 
,Nemam zamerki,10, Nemam zamerki
Odličan smeštaj!,,10,Odličan smeštaj! 
"Dobra lokacija ,krevet udoban,toplo,preporuka.",,9,"Dobra lokacija ,krevet udoban,toplo,preporuka. "
"Sve je bilo odlično, naročito lokacija. Sve preporuke.",,10,"Sve je bilo odlično, naročito lokacija. Sve preporuke. "
"dobra lokacija, udobno, lepo, cisto..","Domacin, pre svega neodgovoran. Rezervisem smestaj pre sedan dana, na dan prijave kaze da ne mogu ostati tu i da trazim drugi smestaj. Dva puta me je ispalio.. razlog, neko vec privatno rezervisao, a drugi put je vec naveo da su neki rusi produzili boravak jos 15 dana i da mu se ne isplati na dan da iznajmljuje, plus imam popust koji njemu ne odgovara..",9,"dobra lokacija, udobno, lepo, cisto.. Domacin, pre svega neodgovoran. Rezervisem smestaj pre sedan dana, na dan prijave kaze da ne mogu ostati tu i da trazim drugi smestaj. Dva puta me je ispalio.. razlog, neko vec privatno rezervisao, a drugi put je vec naveo da su neki rusi produzili boravak jos 15 dana i da mu se ne isplati na dan da iznajmljuje, plus imam popust koji njemu ne odgovara.."
,Nije nam se dopalo sto nas je vlasnik izmeštao nakom bukiranja i to 2 puta,1, Nije nam se dopalo sto nas je vlasnik izmeštao nakom bukiranja i to 2 puta
"• Simpatičan apartman na dobroj lokaciji
• Vrlo lak check in","• Čistoća bi mogla biti na višem nivou
• Apartman je okrenut ka vrlo prometnoj ulici pa je buka poprilična",6,"• Simpatičan apartman na dobroj lokaciji
• Vrlo lak check in • Čistoća bi mogla biti na višem nivou
• Apartman je okrenut ka vrlo prometnoj ulici pa je buka poprilična"
,"Smeštaj smo rezervisali 10ak dana ranije i dogovorili se sa vlasnikom da ga pozovemo kada stignemo da nam preda ključeve. Kad smo stigli ispred smeštaja pozvali smo vlasnika da nam da ključ, ali nam je on saopštio da apartman nije slobodan, uz izmišljenu priču da je pukla cev, bez volje da nam  ponudi rešenje za svoj propust. Takođe, rekao je da je dan ranije poslao poruku da apartman neće biti slobodan, ali ta poruka nikada nije stigla. Zbog svega toga smo posumnjali u njegovu priču o cevi. Valjda je normalno da kada se tako nešto desi, pozoveš ljude, kažeš šta je problem i u znak izvinjenja pomogneš u pronalasku novog smeštaja. Vlasnik je očigledno izbegavao razgovor zbog svojih laži.",1," Smeštaj smo rezervisali 10ak dana ranije i dogovorili se sa vlasnikom da ga pozovemo kada stignemo da nam preda ključeve. Kad smo stigli ispred smeštaja pozvali smo vlasnika da nam da ključ, ali nam je on saopštio da apartman nije slobodan, uz izmišljenu priču da je pukla cev, bez volje da nam  ponudi rešenje za svoj propust. Takođe, rekao je da je dan ranije poslao poruku da apartman neće biti slobodan, ali ta poruka nikada nije stigla. Zbog svega toga smo posumnjali u njegovu priču o cevi. Valjda je normalno da kada se tako nešto desi, pozoveš ljude, kažeš šta je problem i u znak izvinjenja pomogneš u pronalasku novog smeštaja. Vlasnik je očigledno izbegavao razgovor zbog svojih laži."
,"Nismo ni boravili jer je krajnje neprofesionalno bilo sa domaćinove strane da ceo dan čekamo da nam se javi gde da preuzmemo ključeve i kada, odbijanje poziva, da bi na kraju veče pred polazak u 21:30h dobili SMS poruku kako je došlo do greške i preklapanja datuma i da apartman nije dostupan.",4," Nismo ni boravili jer je krajnje neprofesionalno bilo sa domaćinove strane da ceo dan čekamo da nam se javi gde da preuzmemo ključeve i kada, odbijanje poziva, da bi na kraju veče pred polazak u 21:30h dobili SMS poruku kako je došlo do greške i preklapanja datuma i da apartman nije dostupan."
Osoblje je profesionalno i jako ljubazno.Apartmani su komforni i udobni.Lokacija je odlicna.Sve preporuke.,,10,Osoblje je profesionalno i jako ljubazno.Apartmani su komforni i udobni.Lokacija je odlicna.Sve preporuke. 
"Osoblje je izuzetno prijatno, smestaj čist sa lepo uredjenim prostorom!
Voda u bazenu izuzetno topla i cista!
Sve u svemu, sve pohvale!",,10,"Osoblje je izuzetno prijatno, smestaj čist sa lepo uredjenim prostorom!
Voda u bazenu izuzetno topla i cista!
Sve u svemu, sve pohvale! "
"Nas apartman i celo osoblje je bilo izuzetno ljubazno, hrana je odlicna! Konobari u restoranu su bili takodje jako ljubazni! Hotel zaista opravdava ime! Sve preporuke i radujemo se sledecem dolasku!",,10,"Nas apartman i celo osoblje je bilo izuzetno ljubazno, hrana je odlicna! Konobari u restoranu su bili takodje jako ljubazni! Hotel zaista opravdava ime! Sve preporuke i radujemo se sledecem dolasku! "
Sve je prelepo i osoblje ljubazno. Sve preporuke ♥️,,10,Sve je prelepo i osoblje ljubazno. Sve preporuke ♥️ 
Sve je bilo sjajno!!,,10,Sve je bilo sjajno!! 
"Apartman je bio ekstra, pogled na planine! Svaki dan su cistili sobu. Bazen čist, topla voda! Doručak fenomenalno! Zatvoreni parking. Sve preporuka!",Sef nije radio.,10,"Apartman je bio ekstra, pogled na planine! Svaki dan su cistili sobu. Bazen čist, topla voda! Doručak fenomenalno! Zatvoreni parking. Sve preporuka! Sef nije radio."
"Prelepo, cisto i odlicno osoblje...",,10,"Prelepo, cisto i odlicno osoblje... "
"Sve!
Apartman je izuzetno cist,prelepo uređen, osvetljen, dorucak fantastičan a osoblje profesionalno!",,10,"Sve!
Apartman je izuzetno cist,prelepo uređen, osvetljen, dorucak fantastičan a osoblje profesionalno! "
"Profesionalno odradjeno, uredjeno uz puno ukusa i funkcionalnosti,osoblje usluzno,dostupno,nasmejano,hrana raznovrsna,veoma cisto,lokacija odlicna,izdvojen od cemtra uirnom delu a ipak blizu svega .",,10,"Profesionalno odradjeno, uredjeno uz puno ukusa i funkcionalnosti,osoblje usluzno,dostupno,nasmejano,hrana raznovrsna,veoma cisto,lokacija odlicna,izdvojen od cemtra uirnom delu a ipak blizu svega . "
"Ozbiljna preporuka za ovo mesto. Dorucak 10/10, osoblje veoma ljubazno i prijatno! Cistoca apartmana na najvisem nivou, pohvala i za enterijer. Opcije spa i teretane takodje veliki plus za upotpuniti dan.
Radujem se ponovnoj poseti planini i smestaju na ovom mestu!",Parking 1000 rsd po danu :),10,"Ozbiljna preporuka za ovo mesto. Dorucak 10/10, osoblje veoma ljubazno i prijatno! Cistoca apartmana na najvisem nivou, pohvala i za enterijer. Opcije spa i teretane takodje veliki plus za upotpuniti dan.
Radujem se ponovnoj poseti planini i smestaju na ovom mestu! Parking 1000 rsd po danu :)"
"Objekat je prelep! Atmosfera je topla!
Osecaj kao da ste kod kuce!
Osoblje je preljubazno!
Svaka preporuka i jedva cekamo sledece druzenje!
P.S Playstation soba nas je odusevila iako smo velika 'deca'.",,10,"Objekat je prelep! Atmosfera je topla!
Osecaj kao da ste kod kuce!
Osoblje je preljubazno!
Svaka preporuka i jedva cekamo sledece druzenje!
P.S Playstation soba nas je odusevila iako smo velika 'deca'. "
"Sve pohvale za objekat .Osoblje divno,ljubazno i uvek na raspolaganju.Objekat jako lep sa komfornim apartmanima.Lokacija odlicna na 5 min hoda do centra.10 ka za sve",Sve je bilo dobro,10,"Sve pohvale za objekat .Osoblje divno,ljubazno i uvek na raspolaganju.Objekat jako lep sa komfornim apartmanima.Lokacija odlicna na 5 min hoda do centra.10 ka za sve Sve je bilo dobro"
"Usluga je fenomenalna, apartman prostran prelep sve novo i cisto, dorucak za svakoga po nesto, sve u svemu sve pohvale",,10,"Usluga je fenomenalna, apartman prostran prelep sve novo i cisto, dorucak za svakoga po nesto, sve u svemu sve pohvale "
"Apartman,fin, prostran...divno osoblje, doručak za svačiji ukus,..SPA sa svim sadržajima, masaže...sve novo i odlučno uklopljeno🙂",Nema toga,10,"Apartman,fin, prostran...divno osoblje, doručak za svačiji ukus,..SPA sa svim sadržajima, masaže...sve novo i odlučno uklopljeno🙂 Nema toga"
Sveeee,/,10,Sveeee /
Sve je bilo odlično.,U apartmanu sa dvije sobe nedostaju šolje za čaj što nije zgodno za boravak porodice sa djecom.,10,Sve je bilo odlično. U apartmanu sa dvije sobe nedostaju šolje za čaj što nije zgodno za boravak porodice sa djecom.
"Izuzetno lep i moderan objekat,apartman cist i prostran,sve vreme je radilo grejanje-sto je nama i trebalo iako je bio maj.",,9,"Izuzetno lep i moderan objekat,apartman cist i prostran,sve vreme je radilo grejanje-sto je nama i trebalo iako je bio maj. "
"Novi, udobni, prostrani i relativno dobro opremljeni apartmani sa odličnim wellnes centrom. Kreveti preudobni, širok izbor jastuka. Sasvim dovoljno parking mjesta pa i u garaži. Objekat smješten malo od centra na mirnoj lokaciji sa odličnim restoranom u prizemlju.","Doručak je poprilično skroman, posebno izbor posne hrane. Prilično neočekivano pa pomalo i razočaravajuće za Srbiju u vrijeme Velikog posta ali dobro, da se popraviti. Takođe pored hrane nisu ispisani nazivi jela što nije uobičajeno a i to se lako  da popraviti. Sve u svemu sitni nedostaci.",9,"Novi, udobni, prostrani i relativno dobro opremljeni apartmani sa odličnim wellnes centrom. Kreveti preudobni, širok izbor jastuka. Sasvim dovoljno parking mjesta pa i u garaži. Objekat smješten malo od centra na mirnoj lokaciji sa odličnim restoranom u prizemlju. Doručak je poprilično skroman, posebno izbor posne hrane. Prilično neočekivano pa pomalo i razočaravajuće za Srbiju u vrijeme Velikog posta ali dobro, da se popraviti. Takođe pored hrane nisu ispisani nazivi jela što nije uobičajeno a i to se lako  da popraviti. Sve u svemu sitni nedostaci."
"Sve je bilo prelepo. Osoblje, smeštaj, hrana, čisto...za svaku preporuku.",,10,"Sve je bilo prelepo. Osoblje, smeštaj, hrana, čisto...za svaku preporuku. "
"Počevši od osoblja, čistoće do hrane, sve je bilo izvanredno. Doćićemo opet.",,10,"Počevši od osoblja, čistoće do hrane, sve je bilo izvanredno. Doćićemo opet. "
"Hrana super. Slike na bookingu su projektne, ali slično je i jako lijepo.",Bazen za djecu radi samo do 18č. Nije pisalo nigdje prilikom rezervacije.,9,"Hrana super. Slike na bookingu su projektne, ali slično je i jako lijepo. Bazen za djecu radi samo do 18č. Nije pisalo nigdje prilikom rezervacije."
"Soba je bila super čista, peškiri su menjani svakodnevno, pogled sa terase nam je bio prelep - gledali smo na borovu šumu. Iako se nalazi maltene u samom centru grada, u hotelu je mirno i lepo se spava - kreveti su takođe udobni. Preporučujem za porodice s decom, jer su moja deca uživala u bazenu koji je mali, voda nam je bila sve vreme topla, a pogled iz bazena je na malo igralište u dvorištu. Doručak je raznovrstan, ima za svačiji ukus, osoblje je predusretljivo. Vratićemo se sigurno!",,10,"Soba je bila super čista, peškiri su menjani svakodnevno, pogled sa terase nam je bio prelep - gledali smo na borovu šumu. Iako se nalazi maltene u samom centru grada, u hotelu je mirno i lepo se spava - kreveti su takođe udobni. Preporučujem za porodice s decom, jer su moja deca uživala u bazenu koji je mali, voda nam je bila sve vreme topla, a pogled iz bazena je na malo igralište u dvorištu. Doručak je raznovrstan, ima za svačiji ukus, osoblje je predusretljivo. Vratićemo se sigurno! "
"Usluga, udobnost, hrana.","Mali bazen za toliki broj ljudi, naročito što i odrasli i deca koriste isti. Ne poštuje se da nakon 18h bazen i spa koriste odrasli.",10,"Usluga, udobnost, hrana. Mali bazen za toliki broj ljudi, naročito što i odrasli i deca koriste isti. Ne poštuje se da nakon 18h bazen i spa koriste odrasli."
Sobe su čiste....krevet udoban....lokacija hotela odlicna....parking perfektan...kupatilo sa podnim grejanjem pun pogodak,,10,Sobe su čiste....krevet udoban....lokacija hotela odlicna....parking perfektan...kupatilo sa podnim grejanjem pun pogodak 
"Moderne i lepo opremljene sobe,lokacija hotela i hrana u restoranu.","Mali spa centar,hladnija voda u bazenu.",9,"Moderne i lepo opremljene sobe,lokacija hotela i hrana u restoranu. Mali spa centar,hladnija voda u bazenu."
Korektnos i predivna usluga,Žal što bazen nije bio u funkciju.,8,Korektnos i predivna usluga Žal što bazen nije bio u funkciju.
"Sve, hotel, lokacija, sadrzaji, cena",Bukvalno nista.,9,"Sve, hotel, lokacija, sadrzaji, cena Bukvalno nista."
"Sve je bilo perfektno! Od dolaska pa do polaska. Hrana obilna, raznovrsna i ukusna.Osoblje prijatno i ljubazno.",,10,"Sve je bilo perfektno! Od dolaska pa do polaska. Hrana obilna, raznovrsna i ukusna.Osoblje prijatno i ljubazno. "
"Odlican apartman, cisto, udobno. Sa svim sadrzajima kao kod kuce. Lokacija mirna u blizini centra. 5min pesaka. Bazen sa prijatnom vodom, ali je potrebno ulaganje u deking oko bazena obzirom da su daske u losem stanju. I prateci sadrzaji sauna, slana soba nisu bile u funkciji. Dorucak odlican.","Potrebno ulaganje u bazen i spa. Nisu u katastrofalnom stanju, ali nisu ni sjajni.",9,"Odlican apartman, cisto, udobno. Sa svim sadrzajima kao kod kuce. Lokacija mirna u blizini centra. 5min pesaka. Bazen sa prijatnom vodom, ali je potrebno ulaganje u deking oko bazena obzirom da su daske u losem stanju. I prateci sadrzaji sauna, slana soba nisu bile u funkciji. Dorucak odlican. Potrebno ulaganje u bazen i spa. Nisu u katastrofalnom stanju, ali nisu ni sjajni."
Hotel je stvarno jedan od boljih hotela na Zlatiboru. Osoblje profesionalno. Soba uredna i čista. Sadržaji su svi tu za kvalitetan odmor. Hrana obilna i ukusna. Kafić je odličan i pristupačne cijene. Vratiću se sigurno,,10,Hotel je stvarno jedan od boljih hotela na Zlatiboru. Osoblje profesionalno. Soba uredna i čista. Sadržaji su svi tu za kvalitetan odmor. Hrana obilna i ukusna. Kafić je odličan i pristupačne cijene. Vratiću se sigurno 
"Čistoća, hrana, usluga, sve je bilo super",Nemam ni jednu zamerku,10,"Čistoća, hrana, usluga, sve je bilo super Nemam ni jednu zamerku"
"Apartman je jako lep i čist, lokacija je odlična, osoblje veoma ljubazno i predusretljivo.","Premali spa centar, termini se ne rezervišu, tako da je gužva ogromna.",8,"Apartman je jako lep i čist, lokacija je odlična, osoblje veoma ljubazno i predusretljivo. Premali spa centar, termini se ne rezervišu, tako da je gužva ogromna."
Sve,Sve je superrr,10,Sve Sve je superrr
"Sve je bilo izuzetno. Iznad svih naših očekivanja.
Već razmišljamo o ponovnom boravku u vašem objektu",Nemamo zamerke,10,"Sve je bilo izuzetno. Iznad svih naših očekivanja.
Već razmišljamo o ponovnom boravku u vašem objektu Nemamo zamerke"
"Smestaj jako dobro opremljen. Hrana je odlična,raznovrsna. Ima raznih sadržaja.Hotel se nalazi na super mestu, mirno okruženje, a opet blizu svega. Usluga i ljubaznost zaposlenih je zaista za pohvalu.",Možda neka igraonica za malu decu😊,10,"Smestaj jako dobro opremljen. Hrana je odlična,raznovrsna. Ima raznih sadržaja.Hotel se nalazi na super mestu, mirno okruženje, a opet blizu svega. Usluga i ljubaznost zaposlenih je zaista za pohvalu. Možda neka igraonica za malu decu😊"
"Lokacija odlicna, sve je blizu, a na mirnom mjestu. Dorucak veoma dobar, raznovrstan,usluga takodje odlicna. Pogotovo recepcionerke! Sve u svemu odlican boravak, cistoca, usluga.. Sve preporuke!",Sve je u redu.,10,"Lokacija odlicna, sve je blizu, a na mirnom mjestu. Dorucak veoma dobar, raznovrstan,usluga takodje odlicna. Pogotovo recepcionerke! Sve u svemu odlican boravak, cistoca, usluga.. Sve preporuke! Sve je u redu."
"Hotel i smestaj lep,cist,uredan,na lepoj lokaciji u odnosu na centar i ljubaznim osobljem. Dorucak ukusan i raznovrstan u skladu sa tim sta se obicno jede za doeucak. Restoran prelep.",Djakuzi nije u funkciji a znacio bi pogotovo za malu decu gde mogu da se ugreju nakon bazena koji moze da bude malo topliji.,9,"Hotel i smestaj lep,cist,uredan,na lepoj lokaciji u odnosu na centar i ljubaznim osobljem. Dorucak ukusan i raznovrstan u skladu sa tim sta se obicno jede za doeucak. Restoran prelep. Djakuzi nije u funkciji a znacio bi pogotovo za malu decu gde mogu da se ugreju nakon bazena koji moze da bude malo topliji."
"Lokacija, soba i hrana",Spa,8,"Lokacija, soba i hrana Spa"
Doručak je bio izvanredan kao i lokacija,"Sve mi se dopalo, i sve je premašilo moja očekivanja",10,"Doručak je bio izvanredan kao i lokacija Sve mi se dopalo, i sve je premašilo moja očekivanja"
Enterijer je prelep i osoblje je veoma ljubazno.,Jedina mana ovog smestaja je bio neprijatan miris koji dolazi iz kupatilskih cevi.,9,Enterijer je prelep i osoblje je veoma ljubazno. Jedina mana ovog smestaja je bio neprijatan miris koji dolazi iz kupatilskih cevi.
